Target,MAE,RMSE,R2
temp_min,0.940975824981845,1.3961549120218486,0.8726045117902961
temp_med,0.9925179157860224,1.4334490021013075,0.8578765550671823
temp_max,1.3621107553819098,1.8764378204379415,0.7853408339299004
precip_med,0.10306554508682984,0.1680278840029653,0.27398450973024246
precip_tot,0.8229460255935009,1.3421588502853856,0.2762082588928393
pressure_med,0.0012064141605180197,0.001656196288151142,0.7149732238149027
rel_humid_med,3.9658487209248663,5.441460801472074,0.7385941528570532
thermal_range,1.1810087252761798,1.5744362167265185,0.6430434594889551
rainy_days,1.183818934375647,1.5691552826073192,0.5804715036109931
